"md_id","busi_date","region_name","org_level","total_orders","process_orders","pending_orders","night_orders","cancelled_orders","avg_response_time","avg_finish_time","first_contact_resolved","escalation_cnt","repeat_cnt","online_channel_cnt","phone_channel_cnt","email_channel_cnt","mobile_app_cnt","alert_timeout_sign_orders","alert_timeout_process_orders","alert_repeat_exceed_orders","alert_sentiment_keyword_orders","high_priority_cnt","medium_priority_cnt","low_priority_cnt","overdue_pct","satisfaction_score","handler_cnt","bot_handled_cnt","handover_cnt","top_keyword_1","top_keyword_1_cnt","top_keyword_2","top_keyword_2_cnt","top_keyword_3","top_keyword_3_cnt","early_response_orders","late_response_orders","avg_wait_time_user","repeat_user_cnt","first_time_user_cnt","multi_channel_user_cnt","escalated_user_cnt","followup_orders","feedback_received_cnt","auto_reply_cnt","manual_reply_cnt","satisfaction_survey_sent","satisfaction_survey_responded","avg_survey_response_time"
4671,"2024-06-17",A县,2,577,556,21,224,26,183.33,70.29,95,6,26,199,2,195,181,15,28,17,16,246,178,153,18.52,38.18,20,313,81,道路,88,污染,168,安全,226,21,516,63.53,344,33,140,344,189,41,21,355,455,103,16.74
4672,"2024-06-17",B县,2,366,303,63,155,31,183.88,73.33,59,24,5,44,151,86,85,18,27,11,36,139,155,72,3.66,93.81,19,287,66,消防,96,燃气,340,排水,129,344,12,32.81,65,231,160,5,122,56,284,16,69,23,39.93
4673,"2024-06-17",A1镇,3,986,966,20,217,91,112.61,48.52,80,98,25,114,362,273,237,75,62,13,50,589,333,64,13.94,35.55,1,254,75,维修,217,快递,354,路灯,977,794,175,84.95,177,332,228,173,166,23,641,39,911,243,60.4
4674,"2024-06-17",B1镇,3,729,633,96,77,60,76.61,74.31,9,51,23,236,67,411,15,7,32,22,27,51,94,584,18.15,43.43,1,66,42,供电,298,供水,231,维修,188,31,308,15.0,33,144,40,112,523,506,418,15,430,255,14.38
4675,"2024-06-18",A市,1,895,824,71,274,56,10.54,33.58,36,32,33,223,229,156,287,31,55,1,71,47,809,39,11.58,70.01,3,362,149,交通,741,网络,320,燃气,776,10,473,87.05,455,281,681,366,712,47,156,628,451,381,85.69
4676,"2024-06-18",B市,1,908,779,129,138,90,285.76,64.17,211,50,30,359,138,320,91,32,49,44,52,41,516,351,0.54,88.18,2,29,114,物业,661,安全,270,噪音,855,357,187,73.64,195,290,297,82,50,10,662,110,308,23,73.86
4677,"2024-06-18",A县,2,941,798,143,38,65,289.93,38.93,76,57,43,233,426,232,50,16,65,46,1,91,333,517,2.05,41.8,4,622,24,外卖,702,违建,748,噪音,183,735,21,93.61,16,39,23,36,710,278,77,63,421,65,99.84
4678,"2024-06-18",B县,2,655,496,159,100,13,255.99,77.15,40,22,19,80,186,341,48,30,37,15,36,291,89,275,13.23,56.29,10,401,52,供电,152,排水,343,停电,249,96,28,81.59,298,340,37,241,124,36,136,57,248,27,21.56
4679,"2024-06-18",A1镇,3,245,212,33,19,24,228.49,60.83,53,11,9,53,18,87,87,1,2,10,16,86,89,70,13.92,99.3,13,182,26,物业,161,停车,176,供电,32,82,66,93.81,118,26,30,93,210,191,88,118,45,37,38.48
4680,"2024-06-18",B1镇,3,476,375,101,158,27,270.57,82.26,54,39,9,131,98,112,135,24,5,9,31,439,4,33,8.86,51.67,6,152,54,电梯,470,卫生,439,噪音,322,80,273,24.36,79,313,142,364,137,12,180,120,126,91,54.5
4681,"2024-06-19",A市,1,914,910,4,446,13,52.56,57.47,137,67,38,242,35,434,203,2,4,38,87,350,99,465,17.9,53.04,10,448,52,道路,899,物业,583,噪音,762,759,94,38.63,30,61,50,56,749,489,255,348,56,52,84.04
4682,"2024-06-19",B市,1,594,476,118,174,29,89.3,98.02,77,12,18,43,185,201,165,39,46,2,11,192,66,336,13.28,39.62,15,165,0,燃气,451,宽带,329,垃圾,381,533,54,18.09,17,198,98,114,455,409,465,4,45,10,92.3
4683,"2024-06-19",A县,2,817,730,87,229,73,123.63,83.52,70,53,14,121,310,232,154,81,39,14,13,120,470,227,14.7,88.69,2,397,57,物业,382,供电,81,安全,778,22,283,83.53,62,238,175,150,44,17,77,497,466,391,47.18
4684,"2024-06-19",B县,2,379,337,42,177,1,254.76,71.34,27,1,3,135,32,107,105,32,4,4,22,139,127,113,3.72,79.25,20,33,30,消防,313,供暖,341,噪音,214,224,134,37.19,58,75,30,130,102,73,258,18,290,131,92.17
4685,"2024-06-19",A1镇,3,601,601,0,87,32,216.24,56.45,115,59,12,150,282,145,24,30,2,5,60,289,239,73,1.53,67.07,12,316,3,供电,407,物业,569,消防,379,245,60,83.72,21,0,20,2,324,219,300,158,137,17,17.64
4686,"2024-06-19",B1镇,3,867,738,129,206,30,272.74,68.13,68,48,28,318,141,252,156,73,42,3,16,264,420,183,10.55,64.96,17,464,31,安全,722,快递,397,交通,365,99,384,54.29,11,104,15,25,431,6,464,159,713,135,82.11
4687,"2024-06-20",A市,1,523,437,86,35,23,235.92,47.94,45,46,3,69,350,55,49,51,43,9,12,208,302,13,6.34,63.84,19,235,39,宽带,220,消防,183,漏水,509,84,251,26.76,22,283,74,20,359,29,302,11,179,125,86.17
4688,"2024-06-20",B市,1,471,398,73,114,35,161.23,33.06,76,17,16,74,164,166,67,3,6,0,47,198,263,10,11.14,87.11,1,301,33,卫生,102,网络,186,供暖,383,292,113,20.0,116,164,23,98,240,65,65,34,207,108,30.64
4689,"2024-06-20",A县,2,106,93,13,5,0,28.65,37.69,17,5,5,26,24,31,25,6,2,0,5,11,45,50,6.54,80.92,2,54,19,扰民,100,宽带,35,燃气,11,86,6,35.77,0,1,1,1,81,33,20,7,69,44,98.38
4690,"2024-06-20",B县,2,996,952,44,445,8,273.4,36.24,258,58,6,308,251,302,135,56,69,19,84,338,460,198,18.6,89.17,10,289,30,停车,314,违建,130,绿化,381,929,6,43.31,452,118,159,45,581,1,711,223,249,28,34.3
4691,"2024-06-20",A1镇,3,253,248,5,38,14,228.34,86.39,41,1,1,7,57,127,62,21,7,4,16,71,92,90,6.34,75.37,6,58,40,物业,69,快递,98,扰民,234,68,36,98.53,109,5,50,30,9,7,66,10,7,1,24.3
4692,"2024-06-20",B1镇,3,144,139,5,64,9,55.45,95.92,7,1,1,55,5,37,47,7,10,6,0,77,66,1,18.73,64.91,3,107,24,宽带,27,施工,99,路灯,50,109,13,16.24,33,102,19,96,115,78,14,103,30,7,64.43
4693,"2024-06-21",A市,1,429,335,94,100,39,178.55,67.3,33,24,9,143,93,66,127,31,10,18,12,183,65,181,18.18,59.84,17,72,60,卫生,122,燃气,172,施工,123,388,10,55.95,109,111,3,173,123,117,232,7,179,84,57.95
4694,"2024-06-21",B市,1,640,621,19,63,3,113.44,49.63,154,10,10,137,358,54,91,31,29,11,37,132,33,475,2.87,44.27,20,232,127,卫生,347,交通,418,供电,182,418,61,80.38,29,28,47,55,495,446,441,148,277,23,90.49
4695,"2024-06-21",A县,2,841,729,112,287,60,240.75,32.39,60,16,7,206,98,188,349,41,49,13,6,256,298,287,2.08,53.34,1,454,145,物业,308,停电,570,垃圾,491,608,205,84.56,269,193,233,119,596,329,276,254,637,573,54.72
4696,"2024-06-21",B县,2,430,354,76,188,31,232.5,40.9,106,21,11,131,86,135,78,34,39,12,1,149,213,68,17.37,39.78,17,189,50,外卖,87,绿化,290,电梯,341,115,123,66.15,40,206,154,117,161,100,65,256,105,87,94.21
4697,"2024-06-21",A1镇,3,569,465,104,18,30,154.68,85.39,64,51,24,13,166,183,207,46,48,21,47,165,142,262,9.39,72.27,8,66,88,扰民,361,排水,479,路灯,223,82,232,51.83,43,93,46,71,448,333,417,6,287,130,35.31
4698,"2024-06-21",B1镇,3,860,676,184,317,52,156.37,50.13,153,44,35,405,146,162,147,20,50,4,64,240,316,304,2.95,82.15,1,118,7,噪音,737,扰民,496,燃气,683,412,37,27.27,49,74,109,50,312,206,424,67,100,68,12.24
4699,"2024-06-22",A市,1,145,119,26,55,1,75.87,65.68,31,11,4,34,23,37,51,8,1,6,13,35,58,52,12.25,65.63,1,21,28,宽带,134,排水,79,电梯,14,144,1,15.73,97,32,73,73,52,44,46,13,33,26,59.99
4700,"2024-06-22",B市,1,898,853,45,304,29,28.53,46.8,98,23,32,285,566,15,32,8,57,36,1,420,467,11,19.84,40.1,20,665,84,信号,328,漏水,279,供暖,633,470,265,96.54,5,332,114,45,459,90,120,34,14,2,80.87
4701,"2024-06-22",A县,2,889,831,58,93,8,224.52,46.59,40,22,35,285,238,53,313,77,69,2,6,128,334,427,4.95,64.33,6,138,125,供水,793,安全,438,道路,190,624,79,68.29,257,175,371,231,195,191,161,539,406,372,30.42
4702,"2024-06-22",B县,2,344,278,66,102,3,46.88,50.72,47,32,16,96,124,16,108,13,15,9,8,11,151,182,3.73,35.21,14,72,37,停车,61,噪音,184,安全,308,254,55,59.73,160,53,122,79,20,7,149,37,220,203,26.5
4703,"2024-06-22",A1镇,3,345,294,51,154,23,19.65,96.44,56,20,1,55,77,79,134,15,33,3,29,134,111,100,10.87,81.93,8,250,68,污染,81,安全,136,供水,91,173,107,93.44,106,103,160,110,72,52,205,69,257,84,74.51
4704,"2024-06-22",B1镇,3,570,469,101,155,2,251.41,97.09,11,9,6,140,69,183,178,9,41,13,53,57,415,98,12.36,60.11,11,203,73,宽带,390,垃圾,553,供电,269,74,332,73.99,92,60,113,3,386,205,81,217,76,73,23.33
4705,"2024-06-23",A市,1,544,445,99,268,33,255.58,80.27,81,44,19,95,176,206,67,17,51,18,7,150,263,131,10.17,80.94,13,136,53,供暖,142,卫生,442,排水,251,521,11,61.92,192,204,183,379,173,96,411,30,4,1,75.91
4706,"2024-06-23",B市,1,213,201,12,49,17,105.75,55.19,44,1,6,52,84,6,71,4,10,9,14,85,86,42,12.57,49.74,5,102,13,绿化,150,供电,111,漏水,126,18,77,72.45,75,132,46,175,168,14,100,66,116,84,13.22
4707,"2024-06-23",A县,2,997,777,220,462,32,178.39,87.44,147,50,21,136,502,59,300,32,72,20,1,256,421,320,13.09,49.5,1,95,88,消防,318,停电,353,安全,143,617,19,77.98,126,0,109,38,286,176,754,15,204,94,20.31
4708,"2024-06-23",B县,2,746,741,5,244,13,118.98,66.06,184,33,26,219,287,78,162,53,53,18,21,320,297,129,16.8,33.26,1,248,34,违建,207,供水,159,交通,332,693,51,57.75,100,165,240,256,364,88,453,150,349,200,12.34
4709,"2024-06-23",A1镇,3,257,254,3,33,1,245.77,51.53,24,1,11,85,72,56,44,14,22,5,14,138,86,33,2.57,87.37,11,187,12,排水,38,电梯,217,安全,101,143,11,24.59,109,123,130,12,91,25,90,144,161,135,60.68
4710,"2024-06-23",B1镇,3,130,130,0,19,1,135.4,94.91,32,9,3,53,6,27,44,1,8,1,8,2,71,57,3.35,61.46,9,90,9,网络,87,维修,61,停电,93,110,10,45.62,12,4,16,15,110,5,83,11,106,27,67.47
4711,"2024-06-24",A市,1,653,627,26,76,26,118.65,36.78,44,21,17,177,110,327,39,38,38,6,28,150,212,291,0.67,58.08,13,249,113,漏水,513,噪音,120,安全,443,154,419,21.39,242,402,116,192,372,185,485,128,82,64,61.83
4712,"2024-06-24",B市,1,266,244,22,121,7,33.67,30.03,27,4,2,1,89,113,63,16,1,1,18,110,52,104,8.42,44.0,3,203,24,噪音,222,外卖,61,快递,190,260,1,76.54,144,53,3,158,30,0,168,36,43,11,86.85
4713,"2024-06-24",A县,2,408,379,29,11,13,171.98,79.95,88,10,11,138,174,9,87,7,35,11,16,154,174,80,2.41,51.4,9,212,57,垃圾,325,物业,237,排水,276,381,13,18.69,59,159,181,25,196,146,299,33,210,132,77.06
4714,"2024-06-24",B县,2,612,604,8,28,51,194.07,79.43,43,37,7,199,7,288,118,54,56,11,60,289,272,51,14.56,59.41,6,504,18,违建,71,信号,596,物业,422,277,94,27.62,31,57,85,50,346,160,274,158,526,87,17.31
4715,"2024-06-24",A1镇,3,971,760,211,404,28,251.86,99.05,4,27,1,294,178,288,211,40,15,1,41,397,243,331,8.85,47.89,20,182,133,垃圾,629,供暖,296,污染,343,665,149,21.19,101,36,86,65,129,3,65,134,231,201,59.92
4716,"2024-06-24",B1镇,3,905,831,74,297,76,78.65,33.52,154,41,20,62,65,304,474,74,73,29,42,568,282,55,10.12,66.88,20,172,10,供水,621,燃气,563,快递,561,163,404,89.78,2,76,3,37,156,152,482,217,135,34,85.45
4717,"2024-06-25",A市,1,221,178,43,22,13,104.87,72.19,27,5,0,55,24,50,92,16,10,0,19,76,49,96,1.55,76.71,5,4,0,停车,216,道路,100,噪音,112,80,20,19.6,83,82,23,103,9,6,35,59,78,0,69.32
4718,"2024-06-25",B市,1,776,742,34,309,62,62.83,40.69,191,61,25,28,150,202,396,5,51,33,6,520,64,192,3.61,91.6,6,427,142,噪音,557,供暖,725,施工,275,654,8,35.17,250,78,176,229,612,142,65,319,533,280,48.12
4719,"2024-06-25",A县,2,314,287,27,153,31,238.7,60.02,57,26,13,95,32,73,114,3,15,15,29,44,53,217,8.83,30.91,7,195,49,网络,38,污染,83,违建,46,78,67,52.63,45,19,16,2,251,157,264,15,104,65,24.5
4720,"2024-06-25",B县,2,120,110,10,26,6,124.45,69.82,27,10,4,24,7,37,52,5,8,0,7,11,50,59,10.48,65.03,11,76,9,污染,29,燃气,108,电梯,80,119,1,22.63,71,41,78,1,47,42,90,17,91,90,49.82
4721,"2024-06-25",A1镇,3,777,748,29,85,17,252.37,81.94,142,11,5,329,110,207,131,52,37,0,26,280,261,236,6.76,39.28,17,454,72,路灯,116,燃气,655,绿化,234,12,32,44.0,71,531,20,545,714,353,46,310,230,194,87.12
4722,"2024-06-25",B1镇,3,974,833,141,8,28,198.89,59.16,159,28,46,257,191,50,476,14,56,16,20,666,169,139,5.0,78.03,19,399,143,违建,197,漏水,425,噪音,663,151,177,16.09,266,37,277,55,64,12,777,41,408,359,47.6
4723,"2024-06-26",A市,1,959,870,89,233,63,213.1,66.94,5,72,23,384,163,399,13,94,21,1,0,147,222,590,6.1,50.33,18,404,29,垃圾,528,燃气,703,污染,445,455,319,51.72,33,553,12,394,258,179,408,352,501,31,95.04
4724,"2024-06-26",B市,1,970,746,224,98,22,250.65,65.39,93,81,32,238,216,343,173,93,63,0,23,359,414,197,7.59,63.14,16,205,143,维修,410,排水,668,施工,730,357,321,52.66,325,20,65,290,575,120,682,13,381,288,73.83
4725,"2024-06-26",A县,2,756,629,127,336,72,240.41,46.26,79,12,5,125,232,205,194,75,40,14,74,253,262,241,5.47,61.35,16,111,89,漏水,465,燃气,312,噪音,424,400,108,83.25,247,301,189,360,624,506,126,428,84,69,82.11
4726,"2024-06-26",B县,2,493,374,119,188,40,60.45,92.34,64,16,17,143,134,96,120,32,30,0,12,66,298,129,7.64,89.85,17,206,0,排水,441,安全,301,电梯,88,449,37,82.46,95,115,106,71,364,360,59,279,192,179,40.22
4727,"2024-06-26",A1镇,3,195,168,27,41,6,45.96,99.09,25,14,9,8,48,98,41,15,7,3,6,40,118,37,4.57,59.77,6,138,35,信号,165,燃气,60,施工,157,65,122,86.75,43,8,41,39,3,3,137,4,54,11,84.19
4728,"2024-06-26",B1镇,3,850,696,154,187,26,54.69,83.13,162,74,12,277,201,296,76,48,60,31,71,560,163,127,3.47,34.21,15,361,110,施工,792,燃气,328,噪音,525,152,328,85.58,45,82,67,103,576,104,110,268,21,6,67.23
4729,"2024-06-27",A市,1,128,117,11,37,9,52.65,86.9,6,1,5,63,11,53,1,6,2,4,6,59,67,2,6.02,72.79,14,112,8,排水,124,安全,43,供水,23,64,22,52.06,18,35,0,36,85,40,92,2,76,72,85.68
4730,"2024-06-27",B市,1,752,652,100,91,0,161.96,93.45,71,17,9,255,105,177,215,32,35,13,58,385,254,113,5.4,32.27,7,102,81,停车,555,物业,709,道路,431,421,176,73.35,145,15,87,96,594,214,463,125,166,134,42.4
4731,"2024-06-27",A县,2,708,628,80,223,10,157.46,98.68,85,1,23,273,29,289,117,1,48,23,8,389,157,162,2.64,58.65,15,447,37,污染,138,网络,510,安全,641,638,3,29.15,47,4,2,13,116,97,412,171,286,204,24.84
4732,"2024-06-27",B县,2,151,138,13,72,6,15.77,68.11,33,10,1,16,22,60,53,13,9,5,15,105,44,2,8.18,86.77,18,98,16,物业,38,停电,117,消防,61,1,84,87.86,40,44,54,64,64,52,36,102,1,0,56.43
4733,"2024-06-27",A1镇,3,277,230,47,5,14,264.26,33.13,5,23,1,32,204,11,30,23,24,7,12,127,62,88,4.67,71.2,5,133,51,噪音,218,污染,64,快递,180,252,7,30.79,25,172,173,97,32,16,177,37,189,6,58.46
4734,"2024-06-27",B1镇,3,321,257,64,1,5,234.74,31.45,16,26,15,117,24,94,86,29,27,2,28,109,116,96,10.28,36.72,2,48,7,交通,89,安全,255,道路,285,258,44,67.22,96,121,51,197,148,81,109,78,221,146,78.19
4735,"2024-06-28",A市,1,748,600,148,93,17,27.66,77.63,101,25,27,28,366,159,195,72,40,29,9,59,86,603,1.13,91.85,2,392,81,违建,403,电梯,589,噪音,101,196,62,38.83,133,16,91,79,51,10,22,182,157,16,32.55
4736,"2024-06-28",B市,1,193,160,33,0,1,172.9,45.28,3,10,6,14,79,82,18,16,3,2,13,81,97,15,8.03,85.38,5,120,13,停车,144,宽带,183,交通,24,104,16,47.61,6,123,113,18,123,33,134,23,10,5,30.65
4737,"2024-06-28",A县,2,188,168,20,88,5,173.23,58.42,7,7,6,0,49,85,54,15,0,0,11,71,12,105,18.66,97.27,14,101,35,漏水,124,宽带,113,电梯,177,175,6,57.65,111,72,151,157,63,32,34,16,72,41,39.09
4738,"2024-06-28",B县,2,999,959,40,309,87,261.59,61.37,125,84,26,358,245,87,309,67,22,2,37,343,453,203,2.95,88.81,4,472,46,扰民,658,停车,931,维修,487,768,25,71.13,566,4,477,442,627,262,701,173,227,192,86.27
4739,"2024-06-28",A1镇,3,121,107,14,48,0,188.13,92.01,16,10,3,28,31,40,22,8,0,4,1,14,34,73,1.61,79.58,13,49,22,安全,97,外卖,64,施工,22,37,34,16.82,9,55,64,7,34,2,99,5,78,7,37.02
4740,"2024-06-28",B1镇,3,368,309,59,92,31,41.08,84.73,12,13,2,142,128,18,80,26,34,1,27,141,140,87,2.88,40.23,15,223,40,网络,192,污染,176,燃气,84,293,61,17.68,223,10,45,82,145,129,97,196,136,17,41.15
4741,"2024-06-29",A市,1,231,227,4,80,1,259.84,43.35,44,21,5,25,77,43,86,23,10,11,7,126,4,101,14.28,49.4,16,144,9,维修,188,安全,126,漏水,186,128,81,99.63,148,74,126,110,84,37,223,1,211,78,76.86
4742,"2024-06-29",B市,1,991,983,8,396,36,210.36,46.27,234,51,18,297,93,319,282,70,39,7,23,312,321,358,19.76,66.43,18,81,79,污染,963,安全,590,供水,772,382,119,94.59,85,85,60,135,234,91,764,69,126,16,70.34
4743,"2024-06-29",A县,2,309,246,63,71,5,25.68,49.85,6,8,4,64,111,35,99,6,16,4,2,51,209,49,0.96,35.85,14,184,20,外卖,189,宽带,66,扰民,279,306,2,18.33,73,25,87,34,162,31,61,182,105,89,51.84
4744,"2024-06-29",B县,2,247,188,59,17,9,17.71,62.53,15,6,6,19,113,46,69,3,24,5,16,118,15,114,3.2,89.44,20,60,25,排水,43,绿化,61,供水,230,118,76,35.36,35,18,21,24,116,72,95,37,56,32,46.07
4745,"2024-06-29",A1镇,3,377,377,0,155,30,169.46,85.9,60,24,10,145,146,9,77,24,34,15,22,25,5,347,16.57,97.08,4,276,75,交通,333,外卖,281,垃圾,268,96,84,78.16,31,155,46,50,73,4,10,147,183,65,13.24
4746,"2024-06-29",B1镇,3,422,343,79,121,13,177.98,73.35,20,32,1,192,157,13,60,9,24,13,21,113,168,141,7.8,69.96,4,205,71,燃气,210,卫生,315,停车,272,5,269,26.15,61,256,295,296,205,100,24,295,145,113,55.15
4747,"2024-06-30",A市,1,212,203,9,60,17,156.73,72.41,6,0,9,38,25,76,73,9,6,7,8,59,103,50,15.49,64.05,12,189,29,道路,168,交通,130,供水,175,37,84,87.2,7,133,120,6,64,23,190,1,114,10,39.18
4748,"2024-06-30",B市,1,306,266,40,150,5,30.8,81.72,5,10,2,89,52,94,71,28,7,13,15,129,65,112,10.5,53.02,12,233,57,网络,289,安全,259,停电,301,298,1,83.54,104,103,36,142,210,36,53,124,156,76,93.8
4749,"2024-06-30",A县,2,714,626,88,6,53,296.15,68.7,111,20,33,239,167,180,128,51,25,7,71,45,343,326,10.59,68.51,9,613,127,安全,175,信号,555,供水,175,210,337,86.48,23,3,16,3,46,38,379,160,223,216,53.81
4750,"2024-06-30",B县,2,955,856,99,436,35,19.09,63.1,175,89,15,168,342,183,262,10,22,41,16,466,298,191,1.89,93.27,2,617,54,维修,214,漏水,627,网络,840,212,203,17.95,4,351,86,319,783,191,654,184,673,566,61.61
4751,"2024-06-30",A1镇,3,994,795,199,413,80,227.19,34.14,5,9,12,13,473,364,144,63,45,8,16,243,344,407,6.94,79.07,1,787,103,外卖,882,快递,213,卫生,589,578,335,76.11,80,478,351,261,617,353,180,30,376,1,30.94
4752,"2024-06-30",B1镇,3,184,181,3,86,10,66.59,54.39,8,15,7,56,1,18,109,1,5,3,7,79,64,41,12.0,31.27,2,42,25,电梯,131,道路,182,供暖,51,166,9,65.4,124,21,23,101,104,35,177,4,79,76,43.16
4753,"2024-07-01",A市,1,242,206,36,2,23,121.44,70.62,52,13,1,101,103,13,25,23,6,1,19,105,1,136,18.27,53.65,12,198,46,消防,183,宽带,170,噪音,149,67,78,68.18,89,64,147,84,12,12,101,48,50,44,31.57
4754,"2024-07-01",B市,1,758,635,123,275,25,259.17,30.15,157,55,11,247,189,77,245,70,8,28,71,318,278,162,9.17,78.2,3,447,59,物业,483,交通,174,快递,411,31,533,14.68,90,48,8,125,411,242,7,312,198,133,45.31
4755,"2024-07-01",A县,2,472,362,110,157,6,28.27,35.67,16,30,9,22,261,186,3,11,37,21,15,155,253,64,3.66,31.79,12,102,40,噪音,81,安全,318,垃圾,130,83,142,12.89,167,282,164,173,208,149,323,22,228,211,39.42
4756,"2024-07-01",B县,2,240,209,31,8,13,273.59,82.96,8,4,1,49,88,21,82,15,14,12,7,87,81,72,10.87,94.33,8,206,46,污染,188,供暖,173,漏水,89,51,112,71.38,163,18,154,44,11,4,49,92,135,106,99.83
4757,"2024-07-01",A1镇,3,172,170,2,25,7,165.41,58.16,40,1,5,2,54,79,37,12,15,3,9,78,67,27,13.79,60.05,6,118,34,维修,150,电梯,123,排水,116,128,10,22.06,5,140,42,26,81,76,90,56,10,1,64.36
4758,"2024-07-01",B1镇,3,576,458,118,245,40,116.72,86.03,22,29,3,166,223,74,113,44,31,1,55,209,167,200,6.28,40.06,6,348,45,停电,276,垃圾,133,网络,213,67,225,96.31,70,24,12,41,6,1,333,68,330,247,15.58
4759,"2024-07-02",A市,1,478,383,95,111,24,221.82,52.14,102,6,22,33,146,130,169,36,25,0,27,184,67,227,8.1,95.7,14,329,3,停车,298,供电,288,漏水,158,164,182,72.51,82,118,24,185,284,65,360,1,242,241,67.98
4760,"2024-07-02",B市,1,615,494,121,276,57,175.08,32.34,33,23,0,200,230,29,156,18,5,26,61,388,219,8,16.34,71.21,14,79,54,交通,461,污染,268,信号,204,422,123,78.59,2,10,7,10,411,381,219,220,136,136,91.41
4761,"2024-07-02",A县,2,869,759,110,127,21,131.07,51.0,149,60,29,156,145,216,352,2,23,14,82,88,147,634,12.01,63.17,14,752,66,违建,456,漏水,369,消防,535,417,297,32.73,44,632,481,474,180,87,350,70,417,57,68.62
4762,"2024-07-02",B县,2,671,652,19,144,40,174.74,93.11,33,2,31,263,58,122,228,27,24,23,6,146,273,252,11.69,70.26,20,57,64,噪音,150,快递,67,垃圾,226,240,355,35.36,24,65,33,34,407,151,167,100,597,58,79.0
4763,"2024-07-02",A1镇,3,684,520,164,54,43,281.12,77.57,11,52,9,65,162,309,148,68,8,21,18,316,287,81,19.07,83.25,18,358,71,噪音,359,垃圾,661,供电,93,243,148,11.22,395,270,444,39,413,52,458,8,132,34,11.62
4764,"2024-07-02",B1镇,3,322,267,55,89,25,187.09,35.4,69,16,0,29,80,47,166,21,9,9,24,82,160,80,15.78,45.46,10,85,43,电梯,268,停车,291,路灯,103,76,59,39.68,90,128,119,218,91,14,123,70,155,125,19.11
4765,"2024-07-03",A市,1,869,655,214,270,2,141.41,65.29,112,18,7,256,244,181,188,50,3,28,86,376,304,189,5.07,49.83,16,143,147,漏水,676,供水,435,道路,818,401,360,59.26,190,136,243,300,14,6,304,293,391,351,48.78
4766,"2024-07-03",B市,1,394,351,43,103,7,247.18,94.39,10,1,5,131,98,39,126,24,26,14,36,152,147,95,3.91,63.22,18,280,10,绿化,138,道路,233,物业,109,348,33,27.03,27,6,32,25,239,53,296,44,259,235,88.2
4767,"2024-07-03",A县,2,353,339,14,39,24,120.45,57.43,12,8,2,79,45,39,190,21,15,17,17,50,179,124,12.22,99.89,18,281,56,停车,192,物业,295,电梯,122,293,53,80.89,38,93,0,116,163,98,39,49,159,60,83.72
4768,"2024-07-03",B县,2,706,592,114,219,15,222.21,51.3,125,47,34,177,164,165,200,62,2,13,17,190,199,317,1.18,80.0,15,430,5,电梯,95,信号,464,网络,551,40,376,36.16,106,599,505,33,228,9,174,356,504,292,61.87
4769,"2024-07-03",A1镇,3,898,841,57,137,49,179.1,80.91,124,84,18,262,170,8,458,9,84,14,6,78,353,467,4.0,62.87,2,774,128,停电,608,宽带,488,燃气,676,135,548,33.24,716,73,633,125,240,219,527,180,592,487,78.6
4770,"2024-07-03",B1镇,3,559,498,61,89,2,147.37,50.22,98,33,19,152,77,69,261,43,37,8,50,60,211,288,5.72,65.15,19,254,5,停电,541,供暖,244,交通,535,321,102,34.7,113,190,43,254,213,127,371,22,410,216,57.14
4771,"2024-07-04",A市,1,357,316,41,160,8,224.89,58.51,36,8,15,16,195,79,67,27,19,3,3,25,238,94,3.19,37.95,5,136,13,供暖,294,宽带,225,消防,226,32,323,63.37,46,37,61,72,127,59,2,295,17,9,46.02
4772,"2024-07-04",B市,1,815,628,187,292,41,223.9,41.24,103,15,14,12,146,539,118,31,61,39,66,470,171,174,4.53,53.66,10,541,87,卫生,116,停车,433,供水,449,377,344,96.06,46,3,1,16,496,427,99,27,195,63,89.34
4773,"2024-07-04",A县,2,773,586,187,51,42,279.05,45.48,111,6,19,190,249,87,247,27,10,10,33,146,211,416,15.43,82.76,4,354,139,噪音,93,停电,399,交通,233,227,125,99.51,296,312,350,608,73,8,388,187,47,38,79.28
4774,"2024-07-04",B县,2,800,749,51,102,25,70.47,48.48,5,57,38,157,0,260,383,29,6,23,63,151,531,118,7.5,93.48,5,603,108,供水,683,违建,581,排水,664,494,161,96.59,41,18,12,33,730,67,445,288,575,40,96.14
4775,"2024-07-04",A1镇,3,387,361,26,79,25,87.53,69.54,24,29,8,69,94,112,112,4,29,13,5,118,134,135,8.55,37.45,10,317,5,交通,67,漏水,191,供水,86,301,61,95.06,17,51,40,53,332,183,15,73,4,4,70.51
4776,"2024-07-04",B1镇,3,138,112,26,57,10,130.79,63.35,16,12,1,42,25,42,29,12,4,4,6,69,14,55,9.48,67.13,8,83,26,停车,43,排水,111,物业,29,129,7,88.26,19,86,50,75,35,9,1,44,79,25,77.92
4777,"2024-07-05",A市,1,776,693,83,141,37,102.31,44.32,190,37,14,290,104,118,264,40,61,26,77,393,228,155,5.2,55.26,3,678,32,燃气,641,停车,378,绿化,681,610,35,45.28,23,121,119,76,28,15,312,242,83,67,23.51
4778,"2024-07-05",B市,1,453,423,30,170,10,47.26,59.9,46,21,17,12,171,67,203,30,24,9,23,171,211,71,10.87,45.77,19,283,76,供暖,253,信号,337,维修,50,50,196,33.72,12,92,82,92,164,55,130,106,45,31,60.9
