"md_id","busi_time","sub_name","assess_cnt","satisfaction_one_cnt","satisfaction_two_cnt","satisfaction_three_cnt","satisfaction_four_cnt","satisfaction_five_cnt","satisfaction_zero_cnt"
3584,"2024-04-16",农林牧渔,117,4,8,34,68,3,0
3585,"2024-04-17",科教文体,238,5,17,73,130,12,1
3586,"2024-04-17",公卫医疗,671,14,45,194,369,37,12
3587,"2024-04-17",城乡建设,269,4,19,83,150,11,2
3588,"2024-04-17",交通运输,263,5,24,97,126,7,4
3589,"2024-04-17",农林牧渔,456,4,38,138,249,20,7
3590,"2024-04-18",科教文体,20,1,0,5,11,2,1
3591,"2024-04-18",公卫医疗,649,8,54,207,346,27,7
3592,"2024-04-18",城乡建设,145,2,11,46,79,6,1
3593,"2024-04-18",交通运输,106,2,10,36,46,11,1
3594,"2024-04-18",农林牧渔,595,8,37,172,329,40,9
3595,"2024-04-19",科教文体,124,2,10,30,70,10,2
3596,"2024-04-19",公卫医疗,54,2,2,16,29,4,1
3597,"2024-04-19",城乡建设,207,2,14,64,116,10,1
3598,"2024-04-19",交通运输,565,9,46,166,315,22,7
3599,"2024-04-19",农林牧渔,264,4,20,75,144,20,1
3600,"2024-04-20",科教文体,275,4,24,83,146,16,2
3601,"2024-04-20",公卫医疗,341,8,21,120,168,18,6
3602,"2024-04-20",城乡建设,27,0,1,6,18,1,1
3603,"2024-04-20",交通运输,529,14,43,176,268,24,4
3604,"2024-04-20",农林牧渔,221,3,15,75,121,6,1
3605,"2024-04-21",科教文体,1006,28,77,300,531,61,9
3606,"2024-04-21",公卫医疗,11,0,0,7,4,0,0
3607,"2024-04-21",城乡建设,214,5,19,58,121,11,0
3608,"2024-04-21",交通运输,337,12,30,90,185,17,3
3609,"2024-04-21",农林牧渔,422,11,30,130,225,21,5
3610,"2024-04-22",科教文体,58,1,4,22,25,5,1
3611,"2024-04-22",公卫医疗,249,2,13,78,139,14,3
3612,"2024-04-22",城乡建设,293,5,20,96,152,16,4
3613,"2024-04-22",交通运输,3,0,0,0,3,0,0
3614,"2024-04-22",农林牧渔,146,3,10,44,80,8,1
3615,"2024-04-23",科教文体,196,4,10,53,118,9,2
3616,"2024-04-23",公卫医疗,517,15,36,155,277,30,4
3617,"2024-04-23",城乡建设,557,7,36,170,313,25,6
3618,"2024-04-23",交通运输,212,5,8,55,129,12,3
3619,"2024-04-23",农林牧渔,69,1,1,25,37,4,1
3620,"2024-04-24",科教文体,638,12,33,196,358,34,5
3621,"2024-04-24",公卫医疗,280,8,24,104,125,13,6
3622,"2024-04-24",城乡建设,274,5,26,77,153,11,2
3623,"2024-04-24",交通运输,89,1,7,28,49,4,0
3624,"2024-04-24",农林牧渔,296,5,19,93,161,9,9
3625,"2024-04-25",科教文体,83,3,8,23,47,1,1
3626,"2024-04-25",公卫医疗,157,5,12,48,84,5,3
3627,"2024-04-25",城乡建设,520,14,27,153,296,26,4
3628,"2024-04-25",交通运输,926,25,63,264,509,57,8
3629,"2024-04-25",农林牧渔,157,2,9,50,89,6,1
3630,"2024-04-26",科教文体,586,14,44,173,320,30,5
3631,"2024-04-26",公卫医疗,132,2,14,33,74,6,3
3632,"2024-04-26",城乡建设,231,5,14,68,125,17,2
3633,"2024-04-26",交通运输,236,4,16,70,134,11,1
3634,"2024-04-26",农林牧渔,581,19,39,171,321,27,4
3635,"2024-04-27",科教文体,63,1,5,14,40,2,1
3636,"2024-04-27",公卫医疗,47,1,6,10,29,1,0
3637,"2024-04-27",城乡建设,186,5,14,54,105,7,1
3638,"2024-04-27",交通运输,12,0,1,4,6,0,1
3639,"2024-04-27",农林牧渔,227,3,11,65,131,10,7
3640,"2024-04-28",科教文体,55,0,4,16,33,1,1
3641,"2024-04-28",公卫医疗,324,5,25,100,180,11,3
3642,"2024-04-28",城乡建设,39,0,3,12,19,4,1
3643,"2024-04-28",交通运输,156,4,9,47,81,14,1
3644,"2024-04-28",农林牧渔,87,0,6,19,56,6,0
3645,"2024-04-29",科教文体,29,1,1,5,20,1,1
3646,"2024-04-29",公卫医疗,175,4,4,66,89,8,4
3647,"2024-04-29",城乡建设,273,3,27,93,130,18,2
3648,"2024-04-29",交通运输,58,1,2,23,28,4,0
3649,"2024-04-29",农林牧渔,45,1,1,11,29,2,1
3650,"2024-04-30",科教文体,320,3,14,97,188,16,2
3651,"2024-04-30",公卫医疗,0,0,0,0,0,0,0
3652,"2024-04-30",城乡建设,117,4,5,38,60,8,2
3653,"2024-04-30",交通运输,139,4,11,39,76,9,0
3654,"2024-04-30",农林牧渔,123,3,12,41,63,4,0
3655,"2024-05-01",科教文体,80,0,6,25,45,4,0
3656,"2024-05-01",公卫医疗,203,3,15,71,98,15,1
3657,"2024-05-01",城乡建设,671,16,42,205,373,28,7
3658,"2024-05-01",交通运输,28,0,1,10,17,0,0
3659,"2024-05-01",农林牧渔,114,1,7,37,64,4,1
3660,"2024-05-02",科教文体,126,0,10,39,70,5,2
3661,"2024-05-02",公卫医疗,326,2,23,108,174,17,2
3662,"2024-05-02",城乡建设,294,5,19,90,164,14,2
3663,"2024-05-02",交通运输,405,17,25,132,206,22,3
3664,"2024-05-02",农林牧渔,160,1,18,43,85,11,2
3665,"2024-05-03",科教文体,189,2,19,53,104,8,3
3666,"2024-05-03",公卫医疗,3,0,0,1,2,0,0
3667,"2024-05-03",城乡建设,721,11,53,209,400,41,7
3668,"2024-05-03",交通运输,390,7,29,99,228,20,7
3669,"2024-05-03",农林牧渔,126,3,7,38,73,5,0
3670,"2024-05-04",科教文体,365,8,31,112,198,13,3
3671,"2024-05-04",公卫医疗,222,5,20,73,113,11,0
3672,"2024-05-04",城乡建设,264,4,20,77,149,12,2
3673,"2024-05-04",交通运输,54,0,3,17,30,4,0
3674,"2024-05-04",农林牧渔,17,0,2,5,10,0,0
3675,"2024-05-05",科教文体,220,3,18,58,130,8,3
3676,"2024-05-05",公卫医疗,119,3,5,27,75,8,1
3677,"2024-05-05",城乡建设,174,2,12,51,99,4,6
3678,"2024-05-05",交通运输,245,2,14,59,157,11,2
3679,"2024-05-05",农林牧渔,67,1,4,20,41,1,0
3680,"2024-05-06",科教文体,569,7,47,168,307,35,5
3681,"2024-05-06",公卫医疗,73,2,3,22,44,0,2
3682,"2024-05-06",城乡建设,195,7,14,44,119,10,1
3683,"2024-05-06",交通运输,300,3,17,93,176,9,2
3684,"2024-05-06",农林牧渔,74,3,9,18,39,4,1
3685,"2024-05-07",科教文体,300,6,14,100,154,19,7
3686,"2024-05-07",公卫医疗,176,5,15,41,106,4,5
3687,"2024-05-07",城乡建设,202,3,11,59,118,10,1
3688,"2024-05-07",交通运输,218,2,19,68,113,12,4
3689,"2024-05-07",农林牧渔,371,4,31,104,208,17,7
3690,"2024-05-08",科教文体,203,4,16,60,112,9,2
3691,"2024-05-08",公卫医疗,372,7,28,105,216,15,1
3692,"2024-05-08",城乡建设,279,1,20,76,165,14,3
3693,"2024-05-08",交通运输,987,18,80,303,526,50,10
3694,"2024-05-08",农林牧渔,99,4,3,38,45,9,0
3695,"2024-05-09",科教文体,1011,17,63,288,570,60,13
3696,"2024-05-09",公卫医疗,30,1,1,5,22,1,0
3697,"2024-05-09",城乡建设,316,7,18,87,177,23,4
3698,"2024-05-09",交通运输,22,1,4,5,11,1,0
3699,"2024-05-09",农林牧渔,244,8,17,64,142,11,2
3700,"2024-05-10",科教文体,151,3,15,43,75,11,4
3701,"2024-05-10",公卫医疗,547,13,39,166,301,22,6
3702,"2024-05-10",城乡建设,437,9,31,124,240,27,6
3703,"2024-05-10",交通运输,102,4,8,30,56,4,0
3704,"2024-05-10",农林牧渔,376,5,25,124,206,12,4
3705,"2024-05-11",科教文体,652,7,43,195,365,34,8
3706,"2024-05-11",公卫医疗,4,0,0,1,2,1,0
3707,"2024-05-11",城乡建设,408,9,22,141,217,15,4
3708,"2024-05-11",交通运输,9,0,1,2,6,0,0
3709,"2024-05-11",农林牧渔,107,1,8,36,54,7,1
3710,"2024-05-12",科教文体,109,2,2,29,67,7,2
3711,"2024-05-12",公卫医疗,536,9,37,159,287,38,6
3712,"2024-05-12",城乡建设,368,9,25,106,202,22,4
3713,"2024-05-12",交通运输,109,3,8,32,63,3,0
3714,"2024-05-12",农林牧渔,29,1,1,9,15,3,0
3715,"2024-05-13",科教文体,458,6,30,151,237,30,4
3716,"2024-05-13",公卫医疗,77,1,6,21,46,3,0
3717,"2024-05-13",城乡建设,1287,29,73,393,712,66,14
3718,"2024-05-13",交通运输,36,0,1,16,17,2,0
3719,"2024-05-13",农林牧渔,9,0,0,3,6,0,0
3720,"2024-05-14",科教文体,307,6,23,101,157,16,4
3721,"2024-05-14",公卫医疗,205,5,10,56,120,11,3
3722,"2024-05-14",城乡建设,8,0,0,3,5,0,0
3723,"2024-05-14",交通运输,346,5,20,115,186,18,2
3724,"2024-05-14",农林牧渔,686,14,50,199,384,35,4
3725,"2024-05-15",科教文体,98,1,13,29,48,6,1
3726,"2024-05-15",公卫医疗,372,10,27,117,192,24,2
3727,"2024-05-15",城乡建设,23,1,2,9,8,3,0
3728,"2024-05-15",交通运输,164,3,13,44,91,12,1
3729,"2024-05-15",农林牧渔,214,4,23,62,113,12,0
3730,"2024-05-16",科教文体,141,1,6,46,79,8,1
3731,"2024-05-16",公卫医疗,371,12,22,117,199,18,3
3732,"2024-05-16",城乡建设,690,12,55,209,373,37,4
3733,"2024-05-16",交通运输,50,0,3,16,27,4,0
3734,"2024-05-16",农林牧渔,450,8,21,152,242,22,5
3735,"2024-05-17",科教文体,143,2,9,39,83,8,2
3736,"2024-05-17",公卫医疗,236,4,19,71,127,13,2
3737,"2024-05-17",城乡建设,50,1,2,17,25,3,2
3738,"2024-05-17",交通运输,38,0,7,14,17,0,0
3739,"2024-05-17",农林牧渔,32,1,2,9,18,1,1
3740,"2024-05-18",科教文体,17,1,0,8,8,0,0
3741,"2024-05-18",公卫医疗,527,12,43,164,273,30,5
3742,"2024-05-18",城乡建设,250,6,17,72,141,11,3
3743,"2024-05-18",交通运输,435,6,33,136,230,27,3
3744,"2024-05-18",农林牧渔,219,5,11,72,117,10,4
3745,"2024-05-19",科教文体,299,6,17,96,164,15,1
3746,"2024-05-19",公卫医疗,160,1,9,53,86,10,1
3747,"2024-05-19",城乡建设,38,0,2,9,24,2,1
3748,"2024-05-19",交通运输,363,8,24,108,205,14,4
3749,"2024-05-19",农林牧渔,47,0,1,21,23,2,0
3750,"2024-05-20",科教文体,69,1,5,23,37,3,0
3751,"2024-05-20",公卫医疗,427,10,26,114,253,18,6
3752,"2024-05-20",城乡建设,240,4,15,82,126,9,4
3753,"2024-05-20",交通运输,390,7,34,100,230,18,1
3754,"2024-05-20",农林牧渔,249,6,19,69,137,13,5
3755,"2024-05-21",科教文体,92,5,9,24,46,8,0
3756,"2024-05-21",公卫医疗,81,4,6,23,43,5,0
3757,"2024-05-21",城乡建设,37,0,5,7,21,4,0
3758,"2024-05-21",交通运输,883,25,64,267,470,45,12
3759,"2024-05-21",农林牧渔,22,0,1,11,9,1,0
3760,"2024-05-22",科教文体,184,1,15,68,90,8,2
3761,"2024-05-22",公卫医疗,270,6,20,78,146,14,6
3762,"2024-05-22",城乡建设,125,3,5,40,69,7,1
3763,"2024-05-22",交通运输,782,20,49,242,430,34,7
3764,"2024-05-22",农林牧渔,3,0,0,1,2,0,0
3765,"2024-05-23",科教文体,736,11,48,236,402,31,8
3766,"2024-05-23",公卫医疗,226,5,18,67,120,13,3
3767,"2024-05-23",城乡建设,145,5,8,31,87,12,2
3768,"2024-05-23",交通运输,290,6,19,91,153,16,5
3769,"2024-05-23",农林牧渔,112,2,6,41,59,2,2
3770,"2024-05-24",科教文体,577,14,44,174,304,37,4
3771,"2024-05-24",公卫医疗,354,7,22,99,211,14,1
3772,"2024-05-24",城乡建设,457,8,38,146,240,22,3
3773,"2024-05-24",交通运输,238,3,17,74,134,6,4
3774,"2024-05-24",农林牧渔,88,0,5,24,54,5,0
3775,"2024-05-25",科教文体,108,2,8,35,57,5,1
3776,"2024-05-25",公卫医疗,261,4,14,76,150,15,2
3777,"2024-05-25",城乡建设,400,13,31,126,207,19,4
3778,"2024-05-25",交通运输,575,9,44,173,312,32,5
3779,"2024-05-25",农林牧渔,144,3,11,41,79,8,2
3780,"2024-05-26",科教文体,445,10,28,128,244,33,2
3781,"2024-05-26",公卫医疗,512,14,44,160,267,20,7
3782,"2024-05-26",城乡建设,99,3,5,24,62,3,2
3783,"2024-05-26",交通运输,177,7,12,57,93,6,2
3784,"2024-05-26",农林牧渔,233,8,25,54,129,15,2
3785,"2024-05-27",科教文体,172,5,6,65,89,7,0
3786,"2024-05-27",公卫医疗,230,4,15,61,131,17,2
3787,"2024-05-27",城乡建设,136,4,16,35,75,5,1
3788,"2024-05-27",交通运输,170,4,8,55,93,9,1
3789,"2024-05-27",农林牧渔,11,0,2,6,3,0,0
3790,"2024-05-28",科教文体,459,10,33,133,262,19,2
3791,"2024-05-28",公卫医疗,523,10,32,151,290,28,12
3792,"2024-05-28",城乡建设,207,4,16,60,119,4,4
3793,"2024-05-28",交通运输,653,11,50,214,343,29,6
3794,"2024-05-28",农林牧渔,231,8,13,72,124,12,2
3795,"2024-05-29",科教文体,560,18,23,166,318,29,6
3796,"2024-05-29",公卫医疗,137,5,6,37,82,6,1
3797,"2024-05-29",城乡建设,59,2,4,14,38,1,0
3798,"2024-05-29",交通运输,442,8,22,123,266,21,2
3799,"2024-05-29",农林牧渔,513,8,45,148,282,26,4
3800,"2024-05-30",科教文体,31,1,2,12,14,2,0
3801,"2024-05-30",公卫医疗,97,3,7,25,56,4,2
3802,"2024-05-30",城乡建设,433,7,28,115,263,16,4
3803,"2024-05-30",交通运输,39,0,4,13,20,2,0
3804,"2024-05-30",农林牧渔,1182,21,89,346,657,61,8
3805,"2024-05-31",科教文体,63,1,4,23,32,2,1
3806,"2024-05-31",公卫医疗,58,2,1,20,34,1,0
3807,"2024-05-31",城乡建设,36,0,2,8,25,1,0
3808,"2024-05-31",交通运输,222,2,12,60,136,10,2
3809,"2024-05-31",农林牧渔,299,7,21,87,166,13,5
3810,"2024-06-01",科教文体,82,1,6,25,48,1,1
3811,"2024-06-01",公卫医疗,16,0,2,4,9,1,0
3812,"2024-06-01",城乡建设,278,7,21,80,149,19,2
3813,"2024-06-01",交通运输,267,7,15,72,154,12,7
3814,"2024-06-01",农林牧渔,876,15,71,266,468,48,8
3815,"2024-06-02",科教文体,114,2,7,38,61,5,1
3816,"2024-06-02",公卫医疗,267,4,22,64,159,16,2
3817,"2024-06-02",城乡建设,214,3,13,63,120,13,2
3818,"2024-06-02",交通运输,77,0,4,27,45,1,0
3819,"2024-06-02",农林牧渔,598,7,43,168,345,27,8
3820,"2024-06-03",科教文体,815,18,49,251,442,47,8
3821,"2024-06-03",公卫医疗,135,0,11,45,69,10,0
3822,"2024-06-03",城乡建设,31,0,0,10,19,1,1
3823,"2024-06-03",交通运输,625,16,39,181,355,28,6
3824,"2024-06-03",农林牧渔,138,5,5,43,80,5,0
3825,"2024-06-04",科教文体,428,10,21,123,247,24,3
3826,"2024-06-04",公卫医疗,21,0,2,10,9,0,0
3827,"2024-06-04",城乡建设,246,6,16,72,137,11,4
3828,"2024-06-04",交通运输,563,9,36,147,339,27,5
3829,"2024-06-04",农林牧渔,137,1,8,43,76,7,2
3830,"2024-06-05",科教文体,374,11,30,124,189,17,3
3831,"2024-06-05",公卫医疗,485,9,25,124,297,27,3
3832,"2024-06-05",城乡建设,469,8,30,155,248,22,6
3833,"2024-06-05",交通运输,29,0,3,6,18,2,0
3834,"2024-06-05",农林牧渔,206,4,9,59,123,9,2
3835,"2024-06-06",科教文体,78,4,9,21,38,4,2
3836,"2024-06-06",公卫医疗,53,0,4,19,26,4,0
3837,"2024-06-06",城乡建设,1165,16,97,331,650,64,7
3838,"2024-06-06",交通运输,108,1,9,29,60,6,3
3839,"2024-06-06",农林牧渔,134,1,15,39,70,9,0
3840,"2024-06-07",科教文体,489,13,40,139,269,23,5
3841,"2024-06-07",公卫医疗,2,0,0,1,1,0,0
3842,"2024-06-07",城乡建设,59,2,2,18,35,2,0
3843,"2024-06-07",交通运输,20,0,0,7,11,1,1
3844,"2024-06-07",农林牧渔,227,9,13,76,119,7,3
3845,"2024-06-08",科教文体,482,10,39,147,260,23,3
3846,"2024-06-08",公卫医疗,113,2,8,43,53,5,2
3847,"2024-06-08",城乡建设,299,10,18,85,166,17,3
3848,"2024-06-08",交通运输,710,12,59,216,382,32,9
3849,"2024-06-08",农林牧渔,3,0,0,1,2,0,0
3850,"2024-06-09",科教文体,205,5,9,65,120,5,1
3851,"2024-06-09",公卫医疗,582,13,50,164,324,26,5
3852,"2024-06-09",城乡建设,2,0,0,2,0,0,0
3853,"2024-06-09",交通运输,61,1,4,13,39,4,0
3854,"2024-06-09",农林牧渔,510,15,28,166,269,27,5
3855,"2024-06-10",科教文体,291,4,18,92,163,12,2
3856,"2024-06-10",公卫医疗,11,0,1,4,6,0,0
3857,"2024-06-10",城乡建设,3,0,0,2,1,0,0
3858,"2024-06-10",交通运输,357,5,22,101,208,19,2
3859,"2024-06-10",农林牧渔,364,11,22,119,190,20,2
3860,"2024-06-11",科教文体,88,1,7,19,54,7,0
3861,"2024-06-11",公卫医疗,681,19,49,207,360,40,6
3862,"2024-06-11",城乡建设,243,7,8,70,142,15,1
3863,"2024-06-11",交通运输,282,6,22,74,164,14,2
3864,"2024-06-11",农林牧渔,87,2,17,16,46,6,0
3865,"2024-06-12",科教文体,481,12,36,155,251,25,2
3866,"2024-06-12",公卫医疗,725,13,56,208,406,35,7
3867,"2024-06-12",城乡建设,373,4,18,107,223,17,4
3868,"2024-06-12",交通运输,245,3,18,68,136,17,3
3869,"2024-06-12",农林牧渔,458,7,36,144,249,20,2
3870,"2024-06-13",科教文体,621,16,38,191,339,27,10
3871,"2024-06-13",公卫医疗,328,10,28,96,177,15,2
3872,"2024-06-13",城乡建设,38,0,7,11,20,0,0
3873,"2024-06-13",交通运输,374,5,24,110,207,22,6
3874,"2024-06-13",农林牧渔,128,4,6,39,73,4,2
3875,"2024-06-14",科教文体,92,1,9,24,55,2,1
3876,"2024-06-14",公卫医疗,356,6,27,110,188,20,5
3877,"2024-06-14",城乡建设,118,4,7,32,69,5,1
3878,"2024-06-14",交通运输,223,4,13,80,110,11,5
3879,"2024-06-14",农林牧渔,283,9,25,95,144,7,3
3880,"2024-06-15",科教文体,261,3,13,89,139,16,1
3881,"2024-06-15",公卫医疗,43,2,4,12,24,1,0
3882,"2024-06-15",城乡建设,533,4,43,147,316,18,5
3883,"2024-06-15",交通运输,1236,25,70,404,656,60,21
3884,"2024-06-15",农林牧渔,123,4,8,33,70,8,0
3885,"2024-06-16",科教文体,248,3,13,75,139,15,3
3886,"2024-06-16",公卫医疗,0,0,0,0,0,0,0
3887,"2024-06-16",城乡建设,510,14,33,140,291,26,6
3888,"2024-06-16",交通运输,459,8,34,158,234,20,5
3889,"2024-06-16",农林牧渔,32,0,2,11,15,4,0
3890,"2024-06-17",科教文体,445,4,30,127,248,32,4
3891,"2024-06-17",公卫医疗,403,12,32,118,216,19,6
3892,"2024-06-17",城乡建设,161,2,10,45,85,15,4
3893,"2024-06-17",交通运输,34,1,2,9,21,0,1
3894,"2024-06-17",农林牧渔,183,7,16,44,107,7,2
3895,"2024-06-18",科教文体,599,7,48,171,337,33,3
3896,"2024-06-18",公卫医疗,96,0,10,27,57,2,0
3897,"2024-06-18",城乡建设,3,0,1,0,2,0,0
3898,"2024-06-18",交通运输,187,1,15,49,107,13,2
3899,"2024-06-18",农林牧渔,535,12,36,140,298,41,8
3900,"2024-06-19",科教文体,342,14,27,93,183,19,6
3901,"2024-06-19",公卫医疗,178,5,13,52,97,8,3
3902,"2024-06-19",城乡建设,12,0,1,3,8,0,0
3903,"2024-06-19",交通运输,139,5,15,36,76,7,0
3904,"2024-06-19",农林牧渔,780,10,56,223,442,41,8
3905,"2024-06-20",科教文体,1080,18,68,345,580,57,12
3906,"2024-06-20",公卫医疗,88,1,2,25,54,4,2
3907,"2024-06-20",城乡建设,391,5,29,102,231,17,7
3908,"2024-06-20",交通运输,30,0,5,10,12,2,1
3909,"2024-06-20",农林牧渔,273,2,23,68,156,19,5
3910,"2024-06-21",科教文体,292,6,27,89,160,9,1
3911,"2024-06-21",公卫医疗,456,5,29,135,254,31,2
3912,"2024-06-21",城乡建设,42,0,2,14,22,3,1
3913,"2024-06-21",交通运输,130,5,7,44,68,6,0
3914,"2024-06-21",农林牧渔,793,20,62,228,432,46,5
3915,"2024-06-22",科教文体,663,11,49,192,361,43,7
3916,"2024-06-22",公卫医疗,486,15,36,161,243,26,5
3917,"2024-06-22",城乡建设,366,9,34,113,195,13,2
3918,"2024-06-22",交通运输,361,5,30,102,204,17,3
3919,"2024-06-22",农林牧渔,83,1,5,28,44,3,2
3920,"2024-06-23",科教文体,438,5,33,144,236,16,4
3921,"2024-06-23",公卫医疗,260,6,22,67,144,17,4
3922,"2024-06-23",城乡建设,252,7,27,67,137,13,1
3923,"2024-06-23",交通运输,60,1,7,21,28,3,0
3924,"2024-06-23",农林牧渔,697,13,56,192,390,41,5
3925,"2024-06-24",科教文体,325,6,18,95,193,12,1
3926,"2024-06-24",公卫医疗,104,2,9,29,58,2,4
3927,"2024-06-24",城乡建设,229,4,11,70,131,11,2
3928,"2024-06-24",交通运输,103,1,7,24,63,6,2
3929,"2024-06-24",农林牧渔,140,0,5,41,86,8,0
3930,"2024-06-25",科教文体,287,6,22,91,149,17,2
3931,"2024-06-25",公卫医疗,245,4,16,70,138,16,1
3932,"2024-06-25",城乡建设,502,8,36,150,271,33,4
3933,"2024-06-25",交通运输,15,0,1,6,7,1,0
3934,"2024-06-25",农林牧渔,89,2,10,33,42,2,0
3935,"2024-06-26",科教文体,58,1,3,17,32,4,1
3936,"2024-06-26",公卫医疗,192,1,11,62,103,13,2
3937,"2024-06-26",城乡建设,912,21,71,278,492,43,7
3938,"2024-06-26",交通运输,16,2,1,4,8,1,0
3939,"2024-06-26",农林牧渔,613,16,43,176,341,32,5
3940,"2024-06-27",科教文体,25,1,3,8,10,2,1
3941,"2024-06-27",公卫医疗,2,0,0,2,0,0,0
3942,"2024-06-27",城乡建设,435,12,32,117,242,26,6
3943,"2024-06-27",交通运输,142,4,8,46,72,8,4
3944,"2024-06-27",农林牧渔,1027,21,81,299,552,59,15
3945,"2024-06-28",科教文体,404,10,18,129,231,14,2
3946,"2024-06-28",公卫医疗,475,6,39,153,254,20,3
3947,"2024-06-28",城乡建设,204,7,10,67,113,7,0
3948,"2024-06-28",交通运输,943,16,63,309,484,61,10
3949,"2024-06-28",农林牧渔,195,12,11,52,109,9,2
3950,"2024-06-29",科教文体,178,2,13,56,99,8,0
3951,"2024-06-29",公卫医疗,193,3,10,57,109,12,2
3952,"2024-06-29",城乡建设,17,0,1,4,12,0,0
3953,"2024-06-29",交通运输,169,4,9,52,94,9,1
3954,"2024-06-29",农林牧渔,325,7,30,96,171,16,5
3955,"2024-06-30",科教文体,16,0,2,4,8,2,0
3956,"2024-06-30",公卫医疗,230,2,11,81,126,8,2
3957,"2024-06-30",城乡建设,111,0,8,37,62,4,0
3958,"2024-06-30",交通运输,108,2,8,31,57,9,1
3959,"2024-06-30",农林牧渔,597,6,38,185,330,32,6
3960,"2024-07-01",科教文体,394,9,23,124,211,21,6
3961,"2024-07-01",公卫医疗,294,6,31,92,150,13,2
3962,"2024-07-01",城乡建设,121,1,12,24,75,9,0
3963,"2024-07-01",交通运输,407,4,33,107,236,18,9
3964,"2024-07-01",农林牧渔,70,3,5,21,37,3,1
3965,"2024-07-02",科教文体,185,5,16,50,106,7,1
3966,"2024-07-02",公卫医疗,2,1,0,0,1,0,0
3967,"2024-07-02",城乡建设,110,2,11,29,64,4,0
3968,"2024-07-02",交通运输,852,18,71,244,459,51,9
3969,"2024-07-02",农林牧渔,869,16,56,267,479,46,5
3970,"2024-07-03",科教文体,134,4,9,36,78,6,1
3971,"2024-07-03",公卫医疗,64,1,4,21,32,5,1
3972,"2024-07-03",城乡建设,71,2,7,24,35,2,1
3973,"2024-07-03",交通运输,707,13,47,203,402,35,7
3974,"2024-07-03",农林牧渔,8,0,2,0,6,0,0
3975,"2024-07-04",科教文体,440,14,28,145,227,21,5
3976,"2024-07-04",公卫医疗,378,3,21,120,221,11,2
3977,"2024-07-04",城乡建设,218,7,14,75,112,8,2
3978,"2024-07-04",交通运输,381,6,19,125,209,20,2
3979,"2024-07-04",农林牧渔,189,4,19,50,107,8,1
3980,"2024-07-05",科教文体,190,4,11,66,100,5,4
3981,"2024-07-05",公卫医疗,400,5,35,114,225,21,0
3982,"2024-07-05",城乡建设,56,1,4,12,35,3,1
3983,"2024-07-05",交通运输,549,8,42,173,298,23,5
3984,"2024-07-05",农林牧渔,279,6,25,90,145,11,2
3985,"2024-07-06",科教文体,283,4,22,75,169,11,2
3986,"2024-07-06",公卫医疗,272,6,17,76,163,10,0
3987,"2024-07-06",城乡建设,18,1,1,4,10,2,0
3988,"2024-07-06",交通运输,35,0,2,15,16,1,1
3989,"2024-07-06",农林牧渔,624,10,37,166,365,43,3
3990,"2024-07-07",科教文体,257,5,13,76,146,16,1
3991,"2024-07-07",公卫医疗,203,5,20,50,110,16,2
3992,"2024-07-07",城乡建设,205,2,11,53,128,10,1
3993,"2024-07-07",交通运输,140,2,14,43,77,3,1
3994,"2024-07-07",农林牧渔,87,1,6,24,52,3,1
3995,"2024-07-08",科教文体,151,1,13,50,79,8,0
3996,"2024-07-08",公卫医疗,19,0,3,7,7,2,0
3997,"2024-07-08",城乡建设,377,7,21,117,211,16,5
3998,"2024-07-08",交通运输,43,0,2,14,23,3,1
3999,"2024-07-08",农林牧渔,171,5,10,48,95,11,2
4000,"2024-07-09",科教文体,333,2,20,95,192,21,3
4001,"2024-07-09",公卫医疗,395,11,30,104,219,24,7
4002,"2024-07-09",城乡建设,110,4,9,30,58,8,1
4003,"2024-07-09",交通运输,83,0,7,20,53,2,1
4004,"2024-07-09",农林牧渔,385,12,29,108,210,22,4
